Company Name,Company Business,Market Value,Annual Revenue,Operating Income,Net Income,Assets,Liabilities
PDF SOLUTIONS,Technology,789000000,0,0,0,0,0
PUTNAM PREMIER INCOME TRUST,Financial Services,477000000,0,0,0,0,0
ENNIS,Industries,466000000,0,0,0,0,0
NAPCO SECURITY TECHNOLOGIES,Industries,481000000,0,0,0,0,0
OASIS MIDSTREAM PARTNERS LP,Energy,397000000,0,0,0,0,0
ECHO GLOBAL LOGISTICS,Industries,714000000,0,0,0,0,0
KADMON HOLDINGS,Healthcare,731000000,0,0,0,0,0
MERCHANTS BANCORP,Financial Services,794000000,0,0,0,0,0
QUANEX BUILDING PRODUCTS CORPORATION,Industries,728000000,0,0,0,0,0
ARROW FINANCIAL CORPORATION,Financial Services,463000000,0,0,0,0,0
GOGO,Communication Services,825000000,0,0,0,0,0
NEOLEUKIN THERAPEUTICS,Healthcare,591000000,0,0,0,0,0
NUVEEN HIGH INCOME NOVEMBER 2021 TARGET TERM FUND,Financial Services,514000000,0,0,0,0,0
APPLIED THERAPEUTICS,Healthcare,483000000,0,0,0,0,0
FIRST TRUST MLP AND ENERGY INCOME FUND,Financial Services,273000000,0,0,0,0,0
POWELL INDUSTRIES,Industries,343000000,0,0,0,0,0
BLACKROCK DEBT STRATEGIES FUND,Financial Services,489000000,0,0,0,0,0
COLUMBIA CARE,Healthcare,1606000000,0,0,0,0,0
SURMODICS,Healthcare,595000000,0,0,0,0,0
CATCHMARK TIMBER TRUST,Real Estate,456000000,0,0,0,0,0
LIBERTY TRIPADVISOR HOLDINGS,Communication Services,400000000,0,0,0,0,0
ABERDEEN GLOBAL PREMIER PROPERTIES FUND,Financial Services,449000000,0,0,0,0,0
BIOCRYST PHARMACEUTICALS,Healthcare,1316000000,0,0,0,0,0
TURNING POINT BRANDS,Consumer Defensive,854000000,0,0,0,0,0
SUNCOKE ENERGY,Basic Materials,360000000,0,0,0,0,0
CLOVIS ONCOLOGY,Healthcare,496000000,0,0,0,0,0
AdvanSix,Basic Materials,560000000,0,0,0,0,0
BLACKROCK MUNI INTERMEDIATE DURATION FUND,Financial Services,569000000,0,0,0,0,0
SORRENTO THERAPEUTICS,Healthcare,1868000000,0,0,0,0,0
INDIA FUND,Financial Services,537000000,0,0,0,0,0
BLACKROCK MUNIASSETS FUND,Financial Services,530000000,0,0,0,0,0
RELMADA THERAPEUTICS,Healthcare,521000000,0,0,0,0,0
WESTERN ASSET MORTGAGE CAPITAL CORPORATION,Real Estate,198000000,0,0,0,0,0
MIRUM PHARMACEUTICALS,Healthcare,514000000,0,0,0,0,0
FIRST TRUST HIGH INCOME LONG/SHORT FUND,Financial Services,504000000,0,0,0,0,0
ONE LIBERTY PROPERTIES,Real Estate,403000000,0,0,0,0,0
SI-BONE,Healthcare,947000000,0,0,0,0,0
MYR GROUP,Industries,978000000,0,0,0,0,0
RESOURCES CONNECTION,Industries,402000000,0,0,0,0,0
AGENUS,Healthcare,605000000,0,0,0,0,0
WHITESTONE REIT,Real Estate,338000000,0,0,0,0,0
DUCOMMUN,Industries,632000000,0,0,0,0,0
UNITED INSURANCE HOLDINGS,Financial Services,241000000,0,0,0,0,0
ADVENT CONVERTIBLE AND INCOME FUND,Financial Services,570000000,0,0,0,0,0
GAMCO INVESTORS,Financial Services,487000000,0,0,0,0,0
ENERGY RECOVERY,Industries,765000000,0,0,0,0,0
PREVAIL THERAPEUTICS,Healthcare,790000000,0,0,0,0,0
FREQUENCY THERAPEUTICS,Healthcare,1189000000,0,0,0,0,0
GOLDEN ENTERTAINMENT,Consumer Cyclical,545000000,0,0,0,0,0
DIGI INTERNATIONAL,Technology,558000000,0,0,0,0,0
A10 NETWORKS,Technology,756000000,0,0,0,0,0
CINCINNATI BELL,Communication Services,768000000,0,0,0,0,0
IES HOLDINGS,Industries,955000000,0,0,0,0,0
NUVEEN PENNSYLVANIA QUALITY MUNICIPAL INCOME FUND,Financial Services,541000000,0,0,0,0,0
SHOE CARNIVAL,Consumer Cyclical,553000000,0,0,0,0,0
BNY MELLON STRATEGIC MUNICIPALS,Financial Services,524000000,0,0,0,0,0
FUTUREFUEL,Basic Materials,556000000,0,0,0,0,0
EL POLLO LOCO HOLDINGS,Consumer Cyclical,660000000,0,0,0,0,0
REPLIMUNE GROUP,Healthcare,1934000000,0,0,0,0,0
TRUECAR,Communication Services,447000000,0,0,0,0,0
MACROGENICS,Healthcare,1268000000,0,0,0,0,0
SPARTANNASH COMPANY,Consumer Defensive,624000000,0,0,0,0,0
CALAMOS DYNAMIC CONVERTIBLE AND INCOME FUND,Financial Services,690000000,0,0,0,0,0
HBT FINANCIAL,Financial Services,426000000,0,0,0,0,0
BLACKROCK MUNIYIELD NEW YORK QUALITY FUND,Financial Services,526000000,0,0,0,0,0
REX AMERICAN RESOURCES CORPORATION,Energy,446000000,0,0,0,0,0
CLEAN ENERGY FUELS,Energy,1614000000,0,0,0,0,0
ALLIANZGI CONVERTIBLE & INCOME FUND,Financial Services,519000000,0,0,0,0,0
FINANCIAL INSTITUTIONS,Financial Services,361000000,0,0,0,0,0
SMITH & WESSON BRANDS,Industries,949000000,0,0,0,0,0
CALAMOS GLOBAL DYNAMIC INCOME FUND,Financial Services,568000000,0,0,0,0,0
ETHAN ALLEN INTERIORS,Consumer Cyclical,505000000,0,0,0,0,0
FLAHERTY & CRUMRINE DYNAMIC PREFERRED AND INCOME FUND,Financial Services,557000000,0,0,0,0,0
PGIM HIGH YIELD BOND FUND,Financial Services,499000000,0,0,0,0,0
WATERSTONE FINANCIAL,Financial Services,474000000,0,0,0,0,0
WELLS FARGO ADVANTAGE FUNDS - WELLS FARGO INCOME OPPORTUNITIES FUND,Financial Services,495000000,0,0,0,0,0
PAR TECHNOLOGY CORPORATION,Technology,1374000000,0,0,0,0,0
NUVEEN REAL ASSET INCOME AND GROWTH FUND,Financial Services,370000000,0,0,0,0,0
BARINGS BDC,Financial Services,601000000,0,0,0,0,0
CAI INTERNATIONAL,Industries,550000000,0,0,0,0,0
CURO GROUP HOLDINGS,Financial Services,573000000,0,0,0,0,0
INDEPENDENT BANK CORPORATION,Financial Services,404000000,0,0,0,0,0
LANDS' END,Consumer Cyclical,703000000,0,0,0,0,0
UNITED STATES LIME & MINERALS,Basic Materials,642000000,0,0,0,0,0
BLACKROCK MUNIHOLDINGS INVESTMENT QUALITY FUND,Financial Services,534000000,0,0,0,0,0
CAPITAL CITY BANK GROUP,Financial Services,412000000,0,0,0,0,0
EATON VANCE MUNICIPAL INCOME TRUST,Financial Services,531000000,0,0,0,0,0
CENTURY BANCORP,Financial Services,431000000,0,0,0,0,0
CUTERA,Healthcare,425000000,0,0,0,0,0
OYSTER POINT PHARMA,Healthcare,487000000,0,0,0,0,0
TARGET HOSPITALITY,Energy,160000000,0,0,0,0,0
AG MORTGAGE INVESTMENT TRUST,Real Estate,120000000,0,0,0,0,0
KAYNE ANDERSON MIDSTREAM/ENERGY FUND,Financial Services,271000000,0,0,0,0,0
UNIVERSAL LOGISTICS HOLDINGS,Industries,554000000,0,0,0,0,0
SIMULATIONS PLUS,Healthcare,1436000000,0,0,0,0,0
CNB FINANCIAL CORPORATION,Financial Services,358000000,0,0,0,0,0
EATON VANCE SENIOR FLOATING-RATE TRUST,Financial Services,469000000,0,0,0,0,0
VOYAGER THERAPEUTICS,Healthcare,268000000,0,0,0,0,0
INVESCO ADVANTAGE MUNICIPAL INCOME TRUST II,Financial Services,504000000,0,0,0,0,0
FRP HOLDINGS,Real Estate,429000000,0,0,0,0,0
PURPLE INNOVATION,Consumer Cyclical,2123000000,0,0,0,0,0
USA TECHNOLOGIES,Technology,530000000,0,0,0,0,0
GLOBAL MEDICAL REIT,Real Estate,629000000,0,0,0,0,0
ORGANOGENESIS HOLDINGS,Healthcare,962000000,0,0,0,0,0
OXFORD LANE CAPITAL,Financial Services,489000000,0,0,0,0,0
BANK FIRST CORPORATION,Financial Services,501000000,0,0,0,0,0
BLACKROCK MUNIYIELD CALIFORNIA QUALITY FUND,Financial Services,515000000,0,0,0,0,0
BOSTON OMAHA CORPORATION,Industries,753000000,0,0,0,0,0
ORASURE TECHNOLOGIES,Healthcare,761000000,0,0,0,0,0
BONANZA CREEK ENERGY,Energy,403000000,0,0,0,0,0
ADAMS NATURAL RESOURCES FUND,Financial Services,339000000,0,0,0,0,0
BLACKROCK FLOATING RATE INCOME STRATEGIES FUND,Financial Services,432000000,0,0,0,0,0
HAWKINS,Basic Materials,558000000,0,0,0,0,0
MOVADO GROUP,Consumer Cyclical,385000000,0,0,0,0,0
TEAM,Industries,334000000,0,0,0,0,0
UNITED NATURAL FOODS,Consumer Defensive,884000000,0,0,0,0,0
LIMELIGHT NETWORKS,Technology,491000000,0,0,0,0,0
HIBBETT SPORTS,Consumer Cyclical,789000000,0,0,0,0,0
DIAMOND HILL INVESTMENT GROUP,Financial Services,472000000,0,0,0,0,0
ARDELYX,Healthcare,604000000,0,0,0,0,0
MARINE PRODUCTS CORPORATION,Consumer Cyclical,492000000,0,0,0,0,0
FIRST COMMUNITY BANKSHARES,Financial Services,382000000,0,0,0,0,0
MORGAN STANLEY CHINA A SHARE FUND,Financial Services,485000000,0,0,0,0,0
SAVARA,Healthcare,67000000,0,0,0,0,0
ADTRAN,Technology,703000000,0,0,0,0,0
HACKETT GROUP,Technology,417000000,0,0,0,0,0
PETMED EXPRESS,Healthcare,653000000,0,0,0,0,0
PROCREDIT HOLDING AG & CO. KGAA,Financial Services,524000000,0,0,0,0,0
PIMCO INCOME OPPORTUNITY FUND,Financial Services,481000000,0,0,0,0,0
TRANSLATE BIO,Healthcare,1370000000,0,0,0,0,0
AMERICAN SOFTWARE,Technology,560000000,0,0,0,0,0
JOHN HANCOCK PREFERRED INCOME FUND II,Financial Services,406000000,0,0,0,0,0
BOINGO WIRELESS,Communication Services,566000000,0,0,0,0,0
PENNANTPARK FLOATING RATE CAPITAL,Financial Services,408000000,0,0,0,0,0
CLONE ALGO TECHNOLOGIES,Technology,471000000,0,0,0,0,0
PAYSIGN,Industries,231000000,0,0,0,0,0
CONTANGO OIL & GAS COMPANY,Energy,426000000,0,0,0,0,0
TRIBUNE PUBLISHING COMPANY,Communication Services,464000000,0,0,0,0,0
EQUITY BANCSHARES,Financial Services,321000000,0,0,0,0,0
LAWSON PRODUCTS,Industries,460000000,0,0,0,0,0
UNIFI,Consumer Cyclical,328000000,0,0,0,0,0
AMERICA FIRST MULTIFAMILY INVESTORS,Financial Services,257000000,0,0,0,0,0
ALLIED MOTION TECHNOLOGIES,Technology,491000000,0,0,0,0,0
MORGAN STANLEY EMERGING MARKETS DOMESTIC DEBT FUND,Financial Services,416000000,0,0,0,0,0
UROVANT SCIENCES,Healthcare,512000000,0,0,0,0,0
CALIX,Technology,1845000000,0,0,0,0,0
U.S. SILICA HOLDINGS,Energy,519000000,0,0,0,0,0
BLACKROCK MUNIYIELD QUALITY FUND,Financial Services,507000000,0,0,0,0,0
PENNSYLVANIA REAL ESTATE INVESTMENT TRUST,Real Estate,230000000,0,0,0,0,0
VISHAY PRECISION GROUP,Technology,427000000,0,0,0,0,0
COWEN,Financial Services,691000000,0,0,0,0,0
RECRO PHARMA,Healthcare,69000000,0,0,0,0,0
DYNAVAX TECHNOLOGIES CORPORATION,Healthcare,490000000,0,0,0,0,0
ATRECA,Healthcare,611000000,0,0,0,0,0
ARCUS BIOSCIENCES,Healthcare,1685000000,0,0,0,0,0
PENN VIRGINIA CORPORATION,Energy,154000000,0,0,0,0,0
INTERNATIONAL MONEY EXPRESS,Technology,591000000,0,0,0,0,0
ARES COMMERCIAL REAL ESTATE CORPORATION,Real Estate,398000000,0,0,0,0,0
PUTNAM MUNICIPAL OPPORTUNITIES TRUST,Financial Services,467000000,0,0,0,0,0
HAYNES INTERNATIONAL,Industries,301000000,0,0,0,0,0
CARRIAGE SERVICES,Consumer Cyclical,563000000,0,0,0,0,0
FARMERS NATIONAL BANC,Financial Services,375000000,0,0,0,0,0
FIRST TRUST ENERGY INCOME AND GROWTH FUND,Financial Services,214000000,0,0,0,0,0
HINGHAM INSTITUTION FOR SAVINGS,Financial Services,462000000,0,0,0,0,0
NEWTEK BUSINESS SERVICES,Financial Services,429000000,0,0,0,0,0
BLACKROCK HEALTH SCIENCES TRUST,Financial Services,548000000,0,0,0,0,0
DWS MUNICIPAL INCOME TRUST,Financial Services,459000000,0,0,0,0,0
CALIFORNIA RESOURCES CORPORATION,Energy,1966000000,0,0,0,0,0
RYERSON HOLDING CORPORATION,Industries,520000000,0,0,0,0,0
RED ROBIN GOURMET BURGERS,Consumer Cyclical,298000000,0,0,0,0,0
METROCITY BANKSHARES,Financial Services,370000000,0,0,0,0,0
SIERRA BANCORP,Financial Services,367000000,0,0,0,0,0
MFS INTERMEDIATE INCOME TRUST,Financial Services,442000000,0,0,0,0,0
PENNANTPARK INVESTMENT CORPORATION,Financial Services,309000000,0,0,0,0,0
TEMPLETON EMERGING MARKETS INCOME FUND,Financial Services,373000000,0,0,0,0,0
WESTERN ASSET GLOBAL HIGH INCOME FUND,Financial Services,439000000,0,0,0,0,0
APEX TECHNOLOGY ACQUISITION CORPORATION,Financial Services,669000000,0,0,0,0,0
FRANKLIN COVEY,Industries,312000000,0,0,0,0,0
STAR GROUP,Energy,390000000,0,0,0,0,0
CHUY'S HOLDINGS,Consumer Cyclical,516000000,0,0,0,0,0
AMERICAN NATIONAL BANKSHARES,Financial Services,288000000,0,0,0,0,0
NUVEEN NEW YORK QUALITY MUNICIPAL INCOME FUND,Financial Services,437000000,0,0,0,0,0
BEAZER HOMES USA,Consumer Cyclical,473000000,0,0,0,0,0
CHICO'S FAS,Consumer Cyclical,191000000,0,0,0,0,0
EATON VANCE TAX-MANAGED BUY-WRITE INCOME FUND,Financial Services,403000000,0,0,0,0,0
KIMBALL ELECTRONICS,Industries,402000000,0,0,0,0,0
SIENTRA,Healthcare,199000000,0,0,0,0,0
ANAPTYSBIO,Healthcare,588000000,0,0,0,0,0
GENCO SHIPPING & TRADING,Industries,308000000,0,0,0,0,0
BLACKROCK CALIFORNIA MUNICIPAL INCOME TRUST,Financial Services,449000000,0,0,0,0,0
CATO CORPORATION,Consumer Cyclical,212000000,0,0,0,0,0
BLACKROCK MUNIHOLDINGS NEW JERSEY QUALITY FUND,Financial Services,435000000,0,0,0,0,0
CRA INTERNATIONAL,Industries,391000000,0,0,0,0,0
CORNERSTONE TOTAL RETURN FUND,Financial Services,459000000,0,0,0,0,0
GLADSTONE INVESTMENT CORPORATION,Financial Services,335000000,0,0,0,0,0
PRIMO WATER CORPORATION,Consumer Defensive,2508000000,0,0,0,0,0
EAGLE POINT CREDIT COMPANY,Financial Services,412000000,0,0,0,0,0
PLAYAGS,Consumer Cyclical,258000000,0,0,0,0,0
ALPHATEC HOLDINGS,Healthcare,1128000000,0,0,0,0,0
AMERICAN PUBLIC EDUCATION,Consumer Defensive,440000000,0,0,0,0,0
CROSS COUNTRY HEALTHCARE,Industries,329000000,0,0,0,0,0
LEXICON PHARMACEUTICALS,Healthcare,465000000,0,0,0,0,0
NEOPHOTONICS CORPORATION,Technology,451000000,0,0,0,0,0
GAMESTOP,Consumer Cyclical,1335000000,0,0,0,0,0
BLACKROCK MUNIHOLDINGS NEW YORK QUALITY FUND,Financial Services,439000000,0,0,0,0,0
CYTODYN,Healthcare,3076000000,0,0,0,0,0
DYNEX CAPITAL,Real Estate,422000000,0,0,0,0,0
MISTRAS GROUP,Industries,221000000,0,0,0,0,0
BLACKROCK MUNIYIELD MICHIGAN QUALITY FUND,Financial Services,430000000,0,0,0,0,0
MILLER INDUSTRIES,Consumer Cyclical,434000000,0,0,0,0,0
SPIRIT OF TEXAS BANCSHARES,Financial Services,290000000,0,0,0,0,0
MOTORCAR PARTS OF AMERICA,Consumer Cyclical,374000000,0,0,0,0,0
DONEGAL GROUP,Financial Services,406000000,0,0,0,0,0
PARK-OHIO HOLDINGS,Industries,390000000,0,0,0,0,0
RBB BANCORP,Financial Services,303000000,0,0,0,0,0
TEKLA WORLD HEALTHCARE FUND,Financial Services,478000000,0,0,0,0,0
TEJON RANCH,Industries,379000000,0,0,0,0,0
WEST BANCORPORATION,Financial Services,318000000,0,0,0,0,0
DIGIMARC CORPORATION,Technology,724000000,0,0,0,0,0
GABELLI UTILITY TRUST,Financial Services,446000000,0,0,0,0,0
GLOBAL INDEMNITY,Financial Services,411000000,0,0,0,0,0
PIMCO MUNICIPAL INCOME FUND III,Financial Services,394000000,0,0,0,0,0
GUGGENHEIM TAXABLE MUNICIPAL MANAGED DURATION TRUST,Financial Services,496000000,0,0,0,0,0
VISTA OUTDOOR,Consumer Cyclical,1388000000,0,0,0,0,0
LANDMARK INFRASTRUCTURE PARTNERS LP,Real Estate,273000000,0,0,0,0,0
TUPPERWARE BRANDS CORPORATION,Consumer Cyclical,1593000000,0,0,0,0,0
INSTEEL INDUSTRIES,Industries,427000000,0,0,0,0,0
AVID BIOSERVICES,Healthcare,699000000,0,0,0,0,0
VSE CORPORATION,Industries,425000000,0,0,0,0,0
SPECTRUM PHARMACEUTICALS,Healthcare,498000000,0,0,0,0,0
LAACO,Real Estate,404000000,0,0,0,0,0
RED RIVER BANCSHARES,Financial Services,363000000,0,0,0,0,0
LEGACY HOUSING CORPORATION,Consumer Cyclical,366000000,0,0,0,0,0
NUVEEN FLOATING RATE INCOME OPPORTUNITY FUND,Financial Services,351000000,0,0,0,0,0
MERIDIAN BIOSCIENCE,Healthcare,806000000,0,0,0,0,0
OTC MARKETS GROUP,Financial Services,397000000,0,0,0,0,0
STERLING BANCORP (SOUTHFIELD MI),Financial Services,227000000,0,0,0,0,0
CLARUS CORPORATION,Consumer Cyclical,478000000,0,0,0,0,0
VERA BRADLEY,Consumer Cyclical,268000000,0,0,0,0,0
DAILY JOURNAL CORPORATION,Communication Services,558000000,0,0,0,0,0
EARTHSTONE ENERGY,Energy,348000000,0,0,0,0,0
TEKLA LIFE SCIENCES INVESTORS,Financial Services,472000000,0,0,0,0,0
FOSSIL GROUP,Consumer Cyclical,446000000,0,0,0,0,0
OLD SECOND BANCORP,Financial Services,296000000,0,0,0,0,0
ALLIANCEBERNSTEIN NATIONAL MUNICIPAL INCOME FUND,Financial Services,415000000,0,0,0,0,0
METROPOLITAN BANK HOLDING,Financial Services,301000000,0,0,0,0,0
VERRICA PHARMACEUTICALS,Healthcare,298000000,0,0,0,0,0
ATLANTIC CAPITAL BANCSHARES,Financial Services,331000000,0,0,0,0,0
UTAH MEDICAL PRODUCTS,Healthcare,307000000,0,0,0,0,0
OPTINOSE,Healthcare,216000000,0,0,0,0,0
TRANSMEDICS GROUP,Healthcare,541000000,0,0,0,0,0
STERLING CONSTRUCTION COMPANY,Industries,519000000,0,0,0,0,0
BEYONDSPRING,Healthcare,478000000,0,0,0,0,0
ENTERPRISE BANCORP,Financial Services,305000000,0,0,0,0,0
PIMCO STRATEGIC INCOME FUND,Financial Services,304000000,0,0,0,0,0
HAVERTY FURNITURE COMPANIES,Consumer Cyclical,505000000,0,0,0,0,0
BAR HARBOR BANKSHARES,Financial Services,337000000,0,0,0,0,0
EATON VANCE TAX-ADVANTAGED GLOBAL DIVIDEND OPPORTUNITIES FUND,Financial Services,396000000,0,0,0,0,0
PUTNAM MANAGED MUNICIPAL INCOME TRUST,Financial Services,394000000,0,0,0,0,0
XPEL,Consumer Cyclical,1424000000,0,0,0,0,0
EVOLUS,Healthcare,114000000,0,0,0,0,0
BNY MELLON STRATEGIC MUNICIPAL BOND FUND,Financial Services,389000000,0,0,0,0,0
MODINE MANUFACTURING COMPANY,Consumer Cyclical,642000000,0,0,0,0,0
PIONEER BANCORP,Financial Services,275000000,0,0,0,0,0
WELLS FARGO ADVANTAGE MULTI-SECTOR INCOME FUND,Financial Services,342000000,0,0,0,0,0
BRIDGEWATER BANCSHARES,Financial Services,348000000,0,0,0,0,0
MFS MULTIMARKET INCOME TRUST,Financial Services,368000000,0,0,0,0,0
MATINAS BIOPHARMA HOLDINGS,Healthcare,292000000,0,0,0,0,0
ABERDEEN EMERGING MARKETS EQUITY INCOME FUND,Financial Services,414000000,0,0,0,0,0
GUGGENHEIM ENHANCED EQUITY INCOME FUND,Financial Services,317000000,0,0,0,0,0
LANDCADIA HOLDINGS II,Financial Services,1085000000,0,0,0,0,0
PIMCO MUNICIPAL INCOME FUND,Financial Services,359000000,0,0,0,0,0
SOUTHERN NATIONAL BANCORP OF VIRGINIA,Financial Services,295000000,0,0,0,0,0
ALLIANZGI CONVERTIBLE & INCOME FUND II,Financial Services,387000000,0,0,0,0,0
CITIZENS & NORTHERN CORPORATION,Financial Services,315000000,0,0,0,0,0
ESPRIT HOLDINGS,Consumer Cyclical,275000000,0,0,0,0,0
EZCORP,Financial Services,261000000,0,0,0,0,0
SCHOLAR ROCK HOLDING CORPORATION,Healthcare,1708000000,0,0,0,0,0
SPRAGUE RESOURCES LP,Energy,435000000,0,0,0,0,0
SIGA TECHNOLOGIES,Healthcare,563000000,0,0,0,0,0
BLACKROCK INCOME TRUST,Financial Services,387000000,0,0,0,0,0
CAMBRIDGE BANCORP,Financial Services,483000000,0,0,0,0,0
NEUBERGER BERMAN MLP INCOME FUND,Financial Services,191000000,0,0,0,0,0
NN INC,Industries,281000000,0,0,0,0,0
HERITAGE INSURANCE HOLDINGS,Financial Services,284000000,0,0,0,0,0
CATALYST PHARMACEUTICALS,Healthcare,346000000,0,0,0,0,0
DACOTAH BANKS,Financial Services,298000000,0,0,0,0,0
NI HOLDINGS,Financial Services,350000000,0,0,0,0,0
EXANTAS CAPITAL,Real Estate,127000000,0,0,0,0,0
BLACKROCK UTILITIES INFRASTRUCTURE & POWER OPPORTUNITIES TRUST,Financial Services,444000000,0,0,0,0,0
NUVEEN GLOBAL HIGH INCOME FUND,Financial Services,360000000,0,0,0,0,0
ZIX CORPORATION,Technology,484000000,0,0,0,0,0
ACAMAR PARTNERS ACQUISITION,Industries,428000000,0,0,0,0,0
ALERUS FINANCIAL CORPORATION,Financial Services,469000000,0,0,0,0,0
CONSOL ENERGY,Energy,188000000,0,0,0,0,0
MFS CHARTER INCOME TRUST,Financial Services,389000000,0,0,0,0,0
SENECA FOODS CORPORATION,Consumer Defensive,362000000,0,0,0,0,0
ASHFORD HOSPITALITY TRUST,Real Estate,226000000,0,0,0,0,0
COHEN & STEERS TOTAL RETURN REALTY FUND,Financial Services,348000000,0,0,0,0,0
CYTOMX THERAPEUTICS,Healthcare,303000000,0,0,0,0,0
FULCRUM THERAPEUTICS,Healthcare,322000000,0,0,0,0,0
GUARANTY BANCSHARES,Financial Services,329000000,0,0,0,0,0
MACATAWA BANK CORPORATION,Financial Services,285000000,0,0,0,0,0
PIMCO CALIFORNIA MUNICIPAL INCOME FUND,Financial Services,339000000,0,0,0,0,0
COHEN & STEERS SELECT PREFERRED AND INCOME FUND,Financial Services,338000000,0,0,0,0,0
COLUMBIA SELIGMAN PREMIUM TECHNOLOGY GROWTH FUND,Financial Services,433000000,0,0,0,0,0
CARROLS RESTAURANT GROUP,Consumer Cyclical,320000000,0,0,0,0,0
CAPITAL SOUTHWEST CORPORATION,Financial Services,331000000,0,0,0,0,0
INVESCO MUNICIPAL INCOME OPPORTUNITIES TRUST,Financial Services,375000000,0,0,0,0,0
STEEL PARTNERS HOLDINGS,Industries,318000000,0,0,0,0,0
BRAEMAR HOTELS & RESORTS,Real Estate,267000000,0,0,0,0,0
NANTKWEST,Healthcare,1448000000,0,0,0,0,0
SOUTH PLAINS FINANCIAL,Financial Services,342000000,0,0,0,0,0
ANWORTH MORTGAGE ASSET CORPORATION,Real Estate,404000000,0,0,0,0,0
BLACKROCK MUNICIPAL INCOME QUALITY TRUST,Financial Services,401000000,0,0,0,0,0
NUVEEN ENHANCED MUNICIPAL VALUE FUND,Financial Services,407000000,0,0,0,0,0
CONNECTICUT LIGHT AND POWER COMPANY,Utilities,361000000,0,0,0,0,0
CUE BIOPHARMA,Healthcare,379000000,0,0,0,0,0
COMPUTER PROGRAMS AND SYSTEMS,Healthcare,388000000,0,0,0,0,0
COHEN & STEERS CLOSED-END OPPORTUNITY FUND,Financial Services,338000000,0,0,0,0,0
WILLDAN GROUP,Industries,491000000,0,0,0,0,0
OSMOTICA PHARMACEUTICALS,Healthcare,258000000,0,0,0,0,0
PEOPLES FINANCIAL SERVICES,Financial Services,266000000,0,0,0,0,0
ARKO HOLDINGS,Retail,7083000000,0,0,0,0,0
ORCHID ISLAND CAPITAL,Real Estate,379000000,0,0,0,0,0
AVID TECHNOLOGY,Communication Services,620000000,0,0,0,0,0
CIVISTA BANCSHARES,Financial Services,279000000,0,0,0,0,0
BLACKROCK MUNIYIELD NEW JERSEY FUND,Financial Services,349000000,0,0,0,0,0
INTELLIGENT SYSTEMS CORPORATION,Technology,358000000,0,0,0,0,0
DSP GROUP,Technology,382000000,0,0,0,0,0
LYDALL,Consumer Cyclical,533000000,0,0,0,0,0
BLACKROCK ENERGY AND RESOURCES TRUST,Financial Services,212000000,0,0,0,0,0
DONNELLEY FINANCIAL SOLUTIONS,Financial Services,570000000,0,0,0,0,0
MARINEMAX,Consumer Cyclical,782000000,0,0,0,0,0
BIGLARI HOLDINGS,Consumer Cyclical,351000000,0,0,0,0,0
FIDUS INVESTMENT CORPORATION,Financial Services,320000000,0,0,0,0,0
HCI GROUP,Financial Services,417000000,0,0,0,0,0
HOME BANCORP,Financial Services,245000000,0,0,0,0,0
GX ACQUISITION,Financial Services,395000000,0,0,0,0,0
PDL BIOPHARMA,Healthcare,282000000,0,0,0,0,0
REPLAY ACQUISITION,Financial Services,374000000,0,0,0,0,0
GOLD RESOURCE CORPORATION,Basic Materials,209000000,0,0,0,0,0
CONN'S,Consumer Cyclical,358000000,0,0,0,0,0
PCSB FINANCIAL CORPORATION,Financial Services,262000000,0,0,0,0,0
TILLY'S,Consumer Cyclical,243000000,0,0,0,0,0
EIGER BIOPHARMACEUTICALS,Healthcare,400000000,0,0,0,0,0
TCR2 THERAPEUTICS,Healthcare,1030000000,0,0,0,0,0
BLACKROCK MUNICIPAL INCOME TRUST II,Financial Services,363000000,0,0,0,0,0
WESTERN ASSET INFLATION-LINKED INCOME FUND,Financial Services,398000000,0,0,0,0,0
CASA SYSTEMS,Technology,515000000,0,0,0,0,0
WESTERN ASSET HIGH YIELD DEFINED OPPORTUNITY FUND,Financial Services,349000000,0,0,0,0,0
FARMLAND PARTNERS,Real Estate,255000000,0,0,0,0,0
TUSCAN HOLDINGS,Financial Services,607000000,0,0,0,0,0
UFP TECHNOLOGIES,Consumer Cyclical,349000000,0,0,0,0,0
CORBUS PHARMACEUTICALS HOLDINGS,Healthcare,107000000,0,0,0,0,0
LANNETT COMPANY,Healthcare,263000000,0,0,0,0,0
TIMKENSTEEL CORPORATION,Basic Materials,211000000,0,0,0,0,0
ROYCE MICRO-CAP TRUST,Financial Services,436000000,0,0,0,0,0
SOUTHERN MISSOURI BANCORP,Financial Services,278000000,0,0,0,0,0
ARES DYNAMIC CREDIT ALLOCATION FUND,Financial Services,327000000,0,0,0,0,0
BARINGS GLOBAL SHORT DURATION HIGH YIELD FUND,Financial Services,303000000,0,0,0,0,0
TRIPLEPOINT VENTURE GROWTH BDC,Financial Services,402000000,0,0,0,0,0
ARLO TECHNOLOGIES,Industries,616000000,0,0,0,0,0
RIGEL PHARMACEUTICALS,Healthcare,608000000,0,0,0,0,0
NUVEEN MORTGAGE OPPORTUNITY TERM FUND,Financial Services,108000000,0,0,0,0,0
OPPENHEIMER HOLDINGS,Financial Services,393000000,0,0,0,0,0
UNITY BIOTECHNOLOGY,Healthcare,281000000,0,0,0,0,0
89BIO,Healthcare,484000000,0,0,0,0,0
CLEARWATER PAPER CORPORATION,Basic Materials,626000000,0,0,0,0,0
